Cognitive Distortion,Generated Story,Generative Model,Claude Consistency,Claude Accuracy,Claude Fluency,Gpt Consistency,Gpt Accuracy,Gpt Fluency
감정적 추론,"[여자/15세]
---
친구가 새로 생긴 남자친구 자랑을 했어.  내가 괜찮다고 말했지만, 속으로는 그가 날 싫어할까 봐 불안해.  내가 뭘 잘못했는지 계속 생각하고, 친구가 나를 떠날까 봐 두려워.  아무 말도 못하고 혼자 끙끙 앓고 있어.
",GEMINI,2,2,3,2,3,3
개인화,"[여자/16세]
---
수학 시험을 망쳤다.  내 탓이야.  다른 애들은 잘 풀었을 텐데, 나만 못 풀었다.  선생님도 나만 틀렸다고 생각할 거야.  다시는 잘 할 수 없을 것 같아.  나는 늘 혼자야.
",GEMINI,2,2,2,1,3,3
확대와 축소,"[여자/16세]
---
사진을 찍었는데, 엉망이야.  턱이 두 배는 되어 보이고, 눈은 작아졌어.  다른 애들은 예쁘게 나왔는데, 나만 이상해.  아마 내가 못생긴 거겠지.  다시는 사진 안 찍어야지.  내 얼굴은 망했어.
",GEMINI,3,3,3,2,3,3
부정적 편향,"[여자/12세]
---
발표 준비를 하는데, 왠지 다들 나만 엄청 긴장하는 것 같아.  내 발표가 재미없을까봐,  다들 심심해할까봐 불안해.  망칠까봐,  심지어 웃음소리가 들리는 것 같아.  결국,  내 차례가 되면 덜덜 떨면서 제대로 못할 것 같아.
",GEMINI,2,2,2,2,3,3
긍정 축소화,"[남자/16]
---
반에서 유일하게 자원봉사를 신청했는데, 아무도 내 도움을 필요로 하지 않았어.  내가 뭘 잘못한 걸까?  다른 애들은 다들 훨씬 능숙해 보였고,  나는 그저 짐만 됐을 거야.  아무도 나를 찾지 않았어.  내가 쓸모없는 존재인가 봐.
",GEMINI,2,2,2,2,2,3
긍정 축소화,"[여자/16세]
---
시험이 끝났지만 마음은 무겁다.  90점짜리 영어 성적표를 봐도 기쁘지 않다.  수학과 국어 점수가 발목을 잡았다.  열심히 했는데,  내 노력이 부족했던 걸까?  결국, 나는  다른 친구들처럼 즐겁게 놀지 못했다.  모두 나보다 훨씬 행복해 보인다.
",GEMINI,3,3,3,3,3,3
흑백 사고,"[여자/18세]
---
방과 후, 텅 빈 교실.  나는 아무것도 잘하는 게 없어.  미술 대회?  그림 실력이 부족해.  결과는 뻔해.  상상만으로도 숨이 막혀.  내가 잘할 수 있는 게 있다면 좋을 텐데.  결국 낙선이겠지.  나는 아무것도 할 수 없어.
",GEMINI,2,3,2,3,3,3
감정적 추론,"[여자/17세]
---
걔가 날 싫어하는 것 같아.  내가 먼저 연락했는데 답장도 늦고,  짧게만 써.  내가 뭘 잘못했나 계속 생각하게 돼.  아무래도 친구로도 지내기 어려울 것 같아.  다시 연락하는 건 포기해야겠지.  내가 너무 좋아하는 티를 냈나봐.  모두 내 잘못이야.
",GEMINI,2,3,3,3,3,3
흑백 사고,"[여자/17세]
---
수업 중 실수로 선생님께 혼났다.  내가 뭘 잘못했는지 모르겠다.  모든 게 내 잘못인 것 같다.  친구들이 나를 비웃는 것 같고, 아무도 날 좋아하지 않는 것 같다.  나는 완벽하게 실패한 인생이다.  다신 잘 할 수 없을 거다.
",GEMINI,2,2,2,1,2,3
감정적 추론,"[여자/16세]
---
선생님께 칭찬받았지만, 왠지 모르게 눈물이 났다.  내가 잘한 게 아니라 운이 좋았던 거라고 생각하며,  다음엔 실망시키지 않을까 불안해졌다.  얼굴이 화끈거리고,  숨이 턱 막히는 기분이었다.  내 감정이 너무 싫다.  다시는 이런 기분 느끼고 싶지 않아.
",GEMINI,3,3,3,2,3,3
확대와 축소,"[여자/18]
---
미술대회 심사 결과가 나왔다.  상은 또 놓쳤다.  내 그림 실력은 형편없다.  모든 게 다 내 잘못이다.  결국 나는 아무것도 못하는 쓸모없는 사람일 뿐이다.  다른 친구들은 다 잘하는데 난 왜 이럴까.  미래는 암흑뿐이다.
",GEMINI,2,3,2,2,3,2
감정적 추론,"[남자/16세]
---
어제 친구랑 싸우고 잠 못 잤다.  내가 잘못한 건 아닌데, 계속 내 탓인 것 같고,  다신 친구랑 말도 안 할 것 같아.  숨이 턱턱 막히고, 심장이 쿵쾅거린다.  아마 내가 너무 예민해서 그런 거겠지.  이렇게 힘든데,  내일 학교는 어떻게 가?  결국 아무도 날 좋아하지 않을 거야.
",GEMINI,2,3,2,3,3,3
개인화,"[남자/16세]
---
점심시간, 친구 승우가 내 도시락을 훔쳐 먹었다.  화가 치밀어 올랐다.  내 잘못은 없는데, 왜 나만 밥 없이 굶어야 하는 거지?  모두가 나를 비웃는 것 같았다.  내가 뭘 잘못했기에 이런 일이 일어나는 걸까.  결국, 혼자 빈 배를 부여잡고 앉아 있었다.
",GEMINI,2,2,3,2,3,3
과잉 일반화,"[여자/15세]
---
새로운 친구들과 어색했어.  내가 잘못 말한 것 같아 다들 나를 싫어하는 것 같아.  예전 친구들도 나를 버렸고, 이번에도 똑같이 될 거야.  아무도 날 좋아하지 않아.  혼자가 될 거 같아. 너무 무서워.
",GEMINI,2,3,2,2,3,3
과잉 일반화,"[여자/18세]
---
시험 성적표를 받았다.  또 D다.  국어도, 수학도, 심지어 좋아하는 미술조차도.  내가 아무리 노력해도 결과는 늘 이렇다.  결국 난 아무것도 잘하는 게 없다.  포기해야겠다.
",GEMINI,3,3,2,2,3,3
확대와 축소,"[여자/16세]
---
99점.  1점이 모자라 100점이 아니야.  내 실력이 부족해서가 아니야.  단지 실수였을 뿐인데…  모든 게 다 망한 것 같아.  다른 애들은 100점인데…  나는 또 혼자 뒤처지는 거야.  이젠 아무것도 할 수 없어.
",GEMINI,3,3,2,2,3,3
부정적 편향,"[여자/17]
---
선배랑 얘기했는데, 또 나만 신났던 것 같아.  내 얘기만 늘어놓고, 선배는 별로 관심 없어 보였어.  결국, 내가 먼저 연락해야 할 거야.  아무래도 나만 좋아하는 것 같아.  답답해.  가망 없어.
",GEMINI,2,3,2,3,3,3
과잉 일반화,"[여자/16세]
---
점심시간, 친구 수진이 또 저 욕하는 애 얘길 꺼냈다.  걔가 날 싫어하는 이유를 굳이 자세히 설명하며, 다른 애들도 나를 똑같이 싫어할 거라고 말했다.  수진이 말처럼 모두가 날 싫어하는 걸까?  내가 뭘 잘못했을까?  혼자 점심을 먹으며 울컥했다.
",GEMINI,2,3,3,3,3,3
과잉 일반화,"[여자/15세]
---
또 혼자 남았어. 친구들은 다 짝을 찾았는데, 나만 빼고.  내가 뭔가 부족해서 그런가 봐.  아무도 나랑 놀아주지 않아.  다들 나랑 친해지고 싶어 하지 않는 거 같아.  항상 혼자인 게 당연한가 봐.
",GEMINI,2,3,2,2,2,3
감정적 추론,"[여자/18세]
---
미국 가족여행, 즐거워야 하는데… 낯선 곳, 낯선 사람들 뿐이야.  엄마 아빠는 사진 찍고, 나는 혼자 방에 틀어박혀 울고 있어.  아무도 나랑 이야기해주지 않아. 친구들이 보고 싶어 미칠 것 같아. 차라리 학교 급식실에서 짜장면 먹는 게 나을 뻔했어.  여기선 아무것도 재밌지 않아.  숨 막혀.
",GEMINI,3,3,3,3,3,3
부정적 편향,"[여자/15세]
---
학원 끝나고 집에 가는 길, 비까지 내리네.  모든 게 다 짜증나. 친구들 웃는 모습도,  내 모습도,  심지어 비까지.  아무것도 좋지 않아.  그냥 다 끝났으면 좋겠어.  숨 막혀.
",GEMINI,2,3,2,3,3,3
흑백 사고,"[여자/14]
---
시험 점수가 90점이 안 나왔어.  망했어.  내가 노력을 안 한 건 아니지만,  결과가 좋지 않으니 난 아무것도 못 하는 거야.  다음 시험도 망칠 거고,  앞으로도 쭉 이럴 거야.  내 인생은 끝장인 거 같아.
",GEMINI,2,2,2,2,3,3
확대와 축소,"[남자/17]
---
수학 숙제 하나 틀렸다고 선생님께서 엄청 화내셨다.  내가 뭘 잘못했는지도 모르겠고, 아마 앞으로 수학은 완전히 포기해야 할 것 같다.  결국,  나는 아무것도 할 수 없다는 생각에 빠졌다.  어차피 망했으니, 그냥 학교도 안 가야겠다.
",GEMINI,2,3,2,2,3,3
감정적 추론,"[여자/14]
---
방과 후, 텅 빈 교실.  내일이면 중학교 생활이 끝난다.  시간이 너무 빨리 흘러 무서워.  졸업 후에도 내가 사라질까 봐, 아무도 날 기억 못 할까 봐 두려워.  세상은 계속 돌아가는데, 난 없어지는 거잖아.  끔찍해.
",GEMINI,3,3,3,3,3,3
감정적 추론,"[여자/17세]
---
친구 수진이가 저만 빼고 다른 애들이랑 어울리는 걸 봤어요.  걔네 웃는 모습이 제가 없는 자리에서만 저를 흉보는 것 같았어요.  수진이가 저를 싫어하는 건 아닐까,  다른 애들과 친해지려고 일부러 저를 멀리하는 걸까 불안해요.  결국 저는 또 혼자가 될 거 같아요.
",GEMINI,2,3,3,2,3,3
확대와 축소,"[남자/15]
---
어제 본 영화 장면이 계속 떠올라.  내가 잘못한 건 아닌데, 왠지 불안해.  마치 내가 모든 걸 망친 것처럼 느껴져.  심장이 쿵쾅거리고, 숨 쉬기조차 힘들어.  단순한 장면일 뿐인데,  세상이 무너지는 것 같아.  다 내 탓인가 봐.
",GEMINI,2,2,2,2,3,3
과잉 일반화,"[여자/16세]
---
점심시간, 혼자 도시락 먹는데 모두 떠들썩하게 웃고 있더라.  나만 빼고.  아무도 나랑 말 안 걸고,  내가 없어도 아무렇지 않아 보였다.  다들 저렇게 친한데,  나만 늘 혼자인 것 같아.  다시는 누구에게도 마음을 열지 않아야겠어.
",GEMINI,2,3,2,3,3,3
감정적 추론,"[남자/18세]
---
새벽 두 시, 잠 못 이루고 핸드폰만 만지작거린다.  소현이의 답장이 없다.  분명 좋아한다고 했는데,  내가 뭘 잘못했나.  혹시 다른 사람이 있는 건 아닐까?  소현이는 날 진심으로 좋아하는 걸까?  다시 한번 핸드폰을 확인하며 불안감에 휩싸인다.
",GEMINI,2,3,3,3,3,3
흑백 사고,"[여자/18]
---
저녁 식사 후, 엄마는 동생의 대회 수상 소식을 자랑하셨다.  나는 듣기 싫어서 방에 들어갔지만, 엄마는 내 방이 너무 지저분하다며,  내가 게으르고 나쁘다고 했다.  내 노력은 보이지 않고,  모든 게 다 내 잘못인 것 같았다.  나는 아무것도 할 수 없다는 생각에 침대에 엎드려 울었다.
",GEMINI,2,3,3,2,3,3
성급한 판단,"[여자/16]
---
시험 망쳤어. 80점인데,  내가 뭘 잘못했는지 모르겠어.  분명히 열심히 했는데.  다들 100점 맞았을 거야.  내 성적으론 좋은 대학 못 갈 거 같아. 앞으로도 계속 이럴 거 같아.  결국 난 아무것도 못 이룰 거야.
",GEMINI,2,2,2,2,2,3
확대와 축소,"[여자/14]
---
친구가 내 그림을 보고 웃었어.  내 그림 실력이 형편없다는 뜻이겠지.  다른 친구들도 속으로 비웃고 있을 거야.  아무도 내 그림을 좋아하지 않아.  나는 그림을 못 그리는 쓸모없는 사람이야.  전시회는 꿈도 못 꿀 거고…
",GEMINI,2,3,2,2,3,3
성급한 판단,"[여자/14]
---
수업 중 선생님께서 나를 쳐다보셨다.  내가 뭘 잘못했나 싶었다.  분명 다른 애들도 똑같이 했는데 왜 나만 혼날까?  아마 내가 싫어서 그런거겠지.  결국 혼날 거라는 생각에 벌써부터 불안하다.  다른 애들은 괜찮은데 나만 싫어하는 걸까?
",GEMINI,1,3,3,2,3,3
성급한 판단,"[여자/18]
---
소현이가 내 쪽지를 무시했어.  분명 내가 좋아하는 티를 냈는데.  내가 부족해서 그런가?  다른 애들이랑 웃는 모습을 보니  내가 맘에 안 드는 게 확실해.  내일 또 쪽지 써야 하나?  아, 답장이 없으면 어쩌지?  괜히 쪽지 썼나 후회될 것 같아.
",GEMINI,2,2,2,2,3,3
확대와 축소,"[여자/14]
---
중간고사 만점 받았는데, 엄마는 축하 대신 ""넌 공부만 잘하지?""라고 했다.  내가 잘하는 건 공부뿐인가?  다른 건 아무것도 못하는 쓸모없는 사람인가?  엄마는 오빠처럼 학교 안 가고 놀아도 괜찮다고 생각하는 걸까?  나는 왜 이렇게 혼자만 힘든 걸까?
",GEMINI,3,3,3,3,3,3
성급한 판단,"[여자/16세]
---
점심시간, 민지는 혼자 도시락을 먹었다.  옆 테이블에서 수다 떠는 아이들을 보며, 또 나 빼고 다 친하다는 생각에 울컥했다.  어제도 그랬어.  나만 빼고 넷이서 영화 보러 갔다던데.  분명 나 싫어하는 거야.  다들 날 싫어해.
",GEMINI,3,2,3,3,3,3
흑백 사고,"[여자/16]
---
수학 시험 점수가 90점이었어. 친구 수지는 100점이었고.  내 점수는 형편없어.  항상 수지랑 비교당해.  내 노력은 보이지 않고,  결국 난 늘 부족한 애야.  수지처럼 잘하고 싶어.  하지만 절대 그럴 수 없을 거야.
",GEMINI,2,2,3,2,2,2
확대와 축소,"[여자/16세]
---
시험을 망쳤어. 60점대라니… 엄마한테 혼날 게 뻔해.  내가 잘못했으니 당연한 거지만,  이번 학기 성적도 망치면…  나는 아무것도 못 하는 쓸모없는 사람이야. 친구들도 나랑 안 놀겠지.  모든 게 끝장이야.
",GEMINI,3,3,2,3,3,3
확대와 축소,"[여자/15]
---
어제 찍은 사진을 보니, 턱선이 또렷하지 않아 보였다.  예전 사진 속 날씬했던 내 모습과 비교하며 괴로워졌다.  살 빼면 괜찮아질 거라고 생각했는데,  원래 얼굴이 이런 모양인가 봐.  내 얼굴은 망했어.  어떻게 해야 할까?
",GEMINI,3,3,2,3,3,3
확대와 축소,"[여자/18]
---
미술대회 입상 소식에 벅차지만,  내 그림 실력이 과연 진짜일까?  혹시 운이 좋았던 걸까?  모두의 기대에 못 미칠까봐 두려워.  결국엔 실망시키는 게 아닐까?  내가 잘못 판단한 건 아닐까?  모든 게 헛된 꿈이었던 걸까?
",GEMINI,2,3,3,2,3,3
'해야 한다' 진술,"[여자/14]
---
내일 발표해야 하는데, 아직 준비가 안 됐어.  밤새워 해야 할 텐데, 잠이 올까봐 걱정이다.  분명 밤새워도 부족할 거야.  잘 할 수 있을까?  망치면 어쩌지?  발표 연습은 꼭 해야 해.  하지만 지금부터라도 해야 할 텐데… 망할 것 같아.
",GEMINI,2,3,2,3,3,3
긍정 축소화,"[여자/16세]
---
걔가 내 생일 선물로 핸드크림을 줬어.  비싼 건 아니지만,  내 취향을 어떻게 알았지?  혹시… 좋아하는 건가?  아니야, 그냥 친절한 거겠지.  내가 너무  과민반응하는 걸까?  그냥 평범한 친구일 뿐이야.
",GEMINI,3,2,3,2,2,3
과잉 일반화,"[남자/17]
---
걔는 내 메시지 무시하고, 전화도 안 받아.  내가 잘못한 건 알지만,  다른 친구들도 다 그러는 걸까?  아무도 날 좋아하지 않는 거야.  답장이 없으니,  내가 뭘 더 해야 할지 모르겠어.  숨 막히고,  살기 싫어.
",GEMINI,2,3,2,2,3,3
감정적 추론,"[남자/15]
---
검은 옷을 입고 등교하니 또 시선이 느껴졌다.  분명 나를 이상하게 쳐다보는 것 같았다.  점심시간에 도시락을 까먹다 떨어뜨렸는데,  다들 나만 쳐다보는 것 같았다.  내가 뭘 잘못했나?  다들 나를 싫어하는 걸까?  혼자 남겨지는 기분이었다.
",GEMINI,2,3,2,3,3,3
흑백 사고,"[여자/17]
---
수학 시험 망쳤어. 한 문제 틀렸는데, 낙제할 것 같아.  열심히 했는데도 소용없어.  엄마가 저녁 맛있는 거 해줬는데, 먹을 자격이 없어.  내가 다 망쳐놓은 것 같아.  아무것도 할 수 없어.
",GEMINI,2,3,3,2,3,3
확대와 축소,"[여자/16세]
---
시험 성적표를 받았다.  과학 점수는 올랐지만, 다른 과목은 여전히 부족했다.  내가 최선을 다하지 않았다고,  결국 나는 형들처럼 잘 할 수 없다고 자책했다.  모두 나보다 뛰어나 보였다. 나는 늘 부족하고, 실패하는 아이라고 생각했다.  미술 실력도 부족하고… 
",GEMINI,2,3,3,3,3,3
흑백 사고,"[여자/15세]
---
거울 속 내 모습은 늘 마음에 안 들어.  키가 작고, 얼굴도 짧아서 전체적으로 균형이 안 맞아 보여.  다른 애들은 다 예쁜데, 나는 왜 이렇게 못생겼을까?  사진 찍는 것도 싫어.  차라리 얼굴이 좀 더 동글동글했으면 좋겠어.  어떻게 해야 예뻐질 수 있을까.
",GEMINI,3,3,3,3,3,3
성급한 판단,"[여자/14세]
---
민준이가 다른 친구들과 웃는 모습을 보고 '나랑 있을 땐 저렇게 안 웃던데… 역시 나랑 있으면 재미없나?' 하고 생각했다.  내가 뭔가 잘못한 건 아닐까, 괜히 연락하지 말걸 후회하며 답장을 늦췄다.  결국  민준이는 나에게 화를 냈고,  나는 또 다시 내 잘못이라고 생각했다.
",GEMINI,2,3,3,2,3,3
감정적 추론,"[여자/16세]
---
크리스마스 이브, 혼자 방에 앉아 핸드폰만 보고 있다.  친구들이 단톡방에서 재밌는 이야기를 나누는 게 보인다.  나만 빼고 셋이서 즐거운 시간을 보내는 것 같아 마음이 쿵 내려앉았다.  아무도 날 필요로 하지 않는 것 같아 슬프다.  내가 뭘 잘못했을까?  다 내 잘못인 걸까?
",GEMINI,3,3,3,3,3,3
