Cognitive Distortion,Generated Story,Generative Model,Gpt Consistency,Gpt Accuracy,Gpt Fluency,Gemini Consistency,Gemini Accuracy,Gemini Fluency
흑백 사고,"[여자/16세]
---
나는 시험 때문에 스트레스를 받고 있는데, 남자친구와 계속해서 싸우고 있어. 서로의 잘못을 인정하지 않고 상황은 점점 악화되고 있어. 헤어지자고 말했지만, 그를 사랑하기에 버릴 수가 없어. 이제는 무엇을 해야 할지 모르겠어.",CLAUDE,3,2,3,2,2,3
성급한 판단,"[남자/15세]
---
친구들이 내 물건을 함부로 대하는 걸 보면 정말 화가 나요. 선생님은 이해해주지 않고 항상 나만 나무라는 것 같아요. 나 때문에 사고를 치는 게 아닌데, 왜 이렇게 대해야 하는지 모르겠어요. 학교가 점점 더 싫어지고 있어요.",CLAUDE,3,2,3,2,2,3
개인화,"[여자/15]
---
우리 반에서 나만 소외된 느낌이 드네. 다른 애들은 선생님께 칭찬받고 인기도 많은데, 나는 늘 뒤처지고 있어. 내가 더 노력해도 보답이 없는 것 같아 아무도 나를 알아주지 않는 것 같아 짜증이 나.",CLAUDE,2,3,3,2,3,3
과잉 일반화,"[여자/15세]
---
이사 온 곳에 있는 중학교로 전학가기를 고민해보지만, 새로운 친구를 사귈 수 없을 것 같아 걱정돼. 누군가 말을 걸어도 단답으로 대답할 수밖에 없어서 소통이 어려울 것 같아. 2학년 때는 괜찮다고 하지만 과연 그럴까?",CLAUDE,3,3,3,2,3,3
성급한 판단,"[여자/15세]
---
선생님이 또 모둠 수업을 하시네. 왜 자꾸 나만 혼자 있게 하시는 걸까? 다른 선생님들은 모둠 구성을 배려해주는데, 이 선생님은 날 무시하는 것 같아. 정말 투명인간 취급이야.",CLAUDE,3,3,3,2,3,2
성급한 판단,"[여자/15세]
---
시험 점수가 기대보다 낮아져서 너무 걱정돼. 선생님께 말씀드리긴 어려운데, 나는 완전히 실패한 것 같아. 앞으로 더 열심히 노력해봐야 소용없을 거야.",CLAUDE,2,2,2,2,2,3
감정적 추론,"[여자/15세]
---
오늘도 선생님께서 나에게 질문하시면 당황해서 제대로 대답하지 못할까봐 걱정돼요. 내가 숙제를 제대로 하지 않으면 혼날까봐 너무 두렵고 불안해요. 친구들이랑 있어도 편하지 않고 항상 긴장되는 학교생활이 힘들어요.",CLAUDE,3,3,3,2,3,3
과잉 일반화,"[여자/15세]
--- 
공부도 평범하고, 특기도 없어 보입니다. 새로운 취미를 시도해봤지만 실패하자 더 자신감이 떨어졌어요. 주변 친구들은 다들 잘하는 게 있어 보이지만 저만 부족한 것 같아 힘이 듭니다.",CLAUDE,2,3,3,2,3,3
'해야 한다' 진술,"[남자/15세]
---
공부해야 하는데 미루다 보니 시간만 흘러가네. 운동도 해야 하고 게임도 하고 싶은데 번번이 실천이 어려워. 오늘부터라도 달라져야 하는데 역시 어렵군.",CLAUDE,2,3,3,2,3,3
성급한 판단,"[여자/16세]
---
학교에서 선생님들이 날 차별하는 것 같아 다른 학교로 전학가고 싶었지만, 이미 친구들에게 말했다가 꼬여버렸어. 어떡하지? 이제 전학가기도 싫고 정말 답이 없네.",CLAUDE,3,2,3,2,2,2
감정적 추론,"[여자/16세]
---
아무도 내 고민을 들어주지 않아. 친구들은 관심도 없고, 가족도 나를 이해하지 못해. 나는 혼자 고민하며 살아가는 것 같아 너무 힘들어.",CLAUDE,3,3,3,3,3,3
성급한 판단,"[여자/중학생]
---
마음에 드는 새 친구를 만났지만, 그 친구가 나를 싫어할 것 같아 걱정이 돼. 내가 너무 친한척하면 오히려 관계가 멀어질까봐 걱정이야. 어떻게 하면 좋을까?",CLAUDE,3,3,3,2,2,3
'해야 한다' 진술,"[여자/15] 
---
공부를 해야 하는데 집중이 안 되네. 방학 내내 규칙적인 생활을 하려 노력했지만 결국 실패했어. 앞으로 어떻게 해야 할지 모르겠어. 공부를 꼭 해야 할 것 같은데 도저히 할 수 없어.",CLAUDE,3,3,3,2,3,3
감정적 추론,"[여자/15세]
---
격리 중이라 학교도 못 가고 새로운 친구를 사귀기 어려워. 친구가 없어서 혼자 지내는데 다른 애들은 이미 무리를 지어 있을 거야. 새로 연락하면 싫어할까봐 걱정돼.",CLAUDE,3,3,3,3,3,3
과잉 일반화,"[여자/15세]
---
수업에서 교사가 나를 불러 질문하면 항상 머릿속이 하얘져 답변을 잘못할까 봐 걱정돼. 친구들도 거의 없어서 조별과제할 때마다 어려움이 크지만, 새로운 관계를 맺기엔 너무 두려워.",CLAUDE,3,3,3,2,3,3
감정적 추론,"[여자/17세]
---
이 학교는 싫어요. 친구들도 못 사귀고 불편한 환경에 적응할 수 없어요. 집에 와서 울면서 다른 학교로 전학가는 방법을 찾아봐요. 혼자 있어도 이 곳보다는 나을 거예요.",CLAUDE,3,3,3,3,3,2
성급한 판단,"[여자/중2]
---
새로 전학 온 나는 아무도 나를 친구로 받아들이지 않는 것 같다. 교실에서 혼자 있는 친구에게 말을 걸어보았지만, 그 친구는 나를 부담스러워하는 눈치다. 매번 내가 먼저 다가가도 그 친구는 나와 대화를 이어가지 않는다.",CLAUDE,3,2,3,2,2,3
흑백 사고,"[여자/14세]
---
중학교에 입학했지만, 나는 반배정에서 완전히 실패했다. 친구들은 모두 상층부에 배정되었지만, 나는 1층 맨 막내반에 배정되어 늘 혼자 있게 되었다. 친구들을 만날 수 없어 너무 슬프고 괴롭다.",CLAUDE,3,3,3,3,3,2
감정적 추론,"[여자/15세]
---
당연히 아파서 숙제를 다 못했는데, 선생님이 다른 애들과 비교하며 혼내셨어요. 내 입장은 전혀 고려하지 않고 무조건 잘못했다고만 하시니 정말 속상하고 화가 났어요. 선생님께서는 왜 이렇게 이해해주시지 않는 걸까요?",CLAUDE,3,3,3,3,3,3
감정적 추론,"[여자/16세]
---
우리 반 애들이 점점 저를 멀리하는 것 같아요. 내 우울한 말투와 부정적인 태도 때문에 멀어진 것 같아요. 이제 친구들에게 내 마음을 털어놓기가 두려워요. 힘들어요.",CLAUDE,3,3,3,2,2,3
감정적 추론,"[여자/17세]
---
시험 점수가 조금만 떨어져도 아예 포기하고 싶어요. 시작한 것들을 끝까지 해내지 못하고 관심도 금세 식어버려요. 공부가 즐겁지도 않고 재미도 없지만, 어쨌든 해내야 한다는 것은 알고 있어요.",CLAUDE,2,3,3,2,3,3
흑백 사고,"[여자/16세]
---
부모님은 내가 자퇴하면 인생이 끝났다고 하시네요. 성적도 좋진 않고 특별한 재능도 없어서 왜 자퇴를 하냐며 힘들어도 학교를 계속 다녀야 한다고 하시네. 취업할 때 마이너스 요인이 될까 봐 너무 걱정돼요.",CLAUDE,3,2,3,3,3,3
낙인찍기,"[여자/16세]
---
아직도 그 일로 힘들어해요. 친구들도 도와주지 않고 엄마마저도 나를 이해하지 못해요. 앞으로 어떡하죠? 혼자 고민하다 보니 점점 자신감이 떨어져 갑니다.",CLAUDE,3,3,3,2,2,3
과잉 일반화,"[여자/16세]
---
학교에서 왕따당해 힘들지만, 증거가 없어 선생님들이 무시해요. 전학 가고 싶지만 주소 옮기기가 어려워 포기하게 돼요. 이렇게 안타까운 상황에 갇혀있어 너무 괴롭습니다.",CLAUDE,3,2,3,2,2,2
낙인찍기,"[여자/15세]
---
학교 생활이 너무 힘들어요. 친구들이 자주 날 이상하다고 소문내고 선생님들도 나를 이해하지 못해요. 학부모님께 말씀드리려고 해도 그저 나를 꾸짖기만 하시네요. 이젠 학교에 가기가 무서워요.",CLAUDE,2,3,3,2,2,3
흑백 사고,"[여자/16세]
---
친구들은 학교에서 잘하는데 나만 뒤쳐져 있어. 숙제도 하기 싫고 공부할 의욕도 없어. 집에 있으면 그냥 계속 침대에 누워만 있고 싶어. 아무것도 재미없고 미래가 불안해.",CLAUDE,3,2,3,2,3,2
성급한 판단,"[여자/15세]
---
내가 너무 좋은 친구를 가지고 있다. 하지만 내가 그 친구에게 많이 의존하는 것 같아 불안해. 혹시 내가 집착하는 것처럼 보일까봐 친구에게 직접 물어보기도 어려워.",CLAUDE,3,3,3,3,2,3
'해야 한다' 진술,"[여자/15세]
---
친구가 학교 밖으로 가자고 해도 나는 거절해야 한다. 늘 그렇듯이 직접적으로 말하기가 두려워 결국 따라가게 되어 후회하지만, 이번엔 꼭 거절해야만 한다.",CLAUDE,3,3,3,2,2,3
부정적 편향,"[여자/15세]
---
학교생활이 점점 더 버겁고 힘들어져요. 선생님들도 저를 잘 이해하지 못하고, 친구들도 저를 피하는 것 같아 혼자만 남겨지는 느낌이 들어요. 전학을 가는 것 외에는 다른 방법이 없는 것 같아 무기력해집니다.",CLAUDE,3,3,3,2,3,3
과잉 일반화,"[여자/15세]
---
여름이 다가오는데 학교 갈 생각이 전혀 없어요. 운동도 하기 싫고 공부도 안되네요. 시험도 봐야 하고 친구들도 없어서 학교가기 진짜 싫어요. 앞으로 1년은 너무 길고, 중고생이 되면 더 힘들 것 같아 걱정돼요.",CLAUDE,2,3,3,2,2,2
과잉 일반화,"[여자/15세]
---
이번에 배정받은 중학교에는 친구도 없고, 다른 학생들은 너무 좋지 않아 보입니다. 선배들도 마음에 들지 않고, 학원에 다니는 선배들이 저를 무시하는 것 같아 걱정됩니다. 전학을 가고 싶지만, 방법이 없어 힘들어요.",CLAUDE,2,2,3,2,3,3
과잉 일반화,"[여자/14세]
---
짧은 소문에 얽매여 괴로워하다 보니, 이사나 전학을 생각하게 됐어. 이대로는 견딜 수 없어. 새 환경에서 힘든 기억을 지우고 다시 시작하고 싶어.",CLAUDE,2,3,3,2,2,3
감정적 추론,"[여자/15세]
---
공부하기가 싫고 무엇을 해도 행복감이 없어요. 학교 갈 때마다 스트레스만 받고 친구들과 어울리는 것도 지겨워요. 별것도 아닌데 눈물이 나고 모든 게 틀려 보여요. 앞으로 어떻게 살아야 할지 답이 안 나와요.",CLAUDE,3,3,3,2,3,3
확대와 축소,"[여자/15세]
---
엄마는 아쉬운 점만 잡아내시네요. 오늘 제 바지에 얼룩이 묻었다고 말씀하시더라고요. 이런 일상적인 실수들도 계속 혼내셔서 무척 힘들어요. 도움되려 노력해도 소용없다니 포기하고 싶어요.",CLAUDE,2,3,2,2,2,3
과잉 일반화,"[여자/15]
---
중학교에 들어와서 친구를 못 사귀고 있어요. 공립초를 다녔던 애들이 이미 친구로 뭉쳐있어 말 걸기도 어렵고, 몇 번 시도했지만 무시만 당했네요. 저처럼 친구가 없는 애들이 더 많을 텐데, 왜 모두들 저만 배척하는 걸까요.",CLAUDE,3,3,3,2,3,3
확대와 축소,"[여자/15세]
---
친구들과 학교 밖으로 나가면 늘 불안해져. 다른 친구들과도 잘 어울리는데 왜 오직 내 친구에게만 질투가 나는지 모르겠어. 친구가 떠날까 봐 너무 걱정돼. 혹시 내가 이기적인 건 아닐까?",CLAUDE,3,3,3,2,3,3
과잉 일반화,"[여자/15세]
---
고등학교에 입학했지만, 중학교 때처럼 여전히 혼자 있게 될까 봐 걱정돼. 처음 만난 새로운 친구들도 나를 꺼려할까 두려워. 설령 노력해도 달라질 리 없겠지, 이렇게 평생 외롭게 살아야 할까?",CLAUDE,3,3,3,3,3,3
과잉 일반화,"[여자/15세]
---
방학이라 다행이지만, 가해자들이 여전히 두렵다. 학교 분위기도 나쁘고 부모님도 만족하지 않으셔서 걱정됩니다. 전학을 가고 싶지만, 주소지를 옮겨야 할지 모르겠어요. 왕따 때문에 힘들지만, 학폭도 꺼려지네요.",CLAUDE,2,3,2,2,2,2
과잉 일반화,"[여자/14세]
---
며칠 전 배정된 중학교에 가보니 친구도 없고 선배들도 별로예요. 이 학교에서 공부하기 힘들 것 같아요. 빨리 전학 가고 싶지만 주변에 괜찮은 학교가 없어서 걱정이에요. 앞으로 어떻게 해야 할지 모르겠네요.",CLAUDE,2,3,3,2,3,3
과잉 일반화,"[여자/15세]
---
이번 여름방학, 중학교를 자퇴했지만 이전 친구들이랑 연락이 끊겼어요. SNS로 새로운 사람을 찾아보려 했지만 실패하자 제가 문제인 것 같아 걱정되네요. 앞으로 어떻게 해야 할지 모르겠어요.",CLAUDE,3,2,2,3,2,3
확대와 축소,"[여자/17세]
---
공부를 잘해왔지만, 이제는 성적이 좋지 않다. 봉사활동도 하지 않아서 원하는 대학에 가기 힘들 것 같다. 방학에는 더 많은 것을 해야 하지만, 오히려 더 큰 압박감만 느낄 뿐이다.",CLAUDE,2,3,3,2,3,3
감정적 추론,"[여자/15세]
---
학교에 가면 친구들이 저를 이해해주지 않는 것 같아요. 선배들도 저를 무시하고 선생님들도 관심이 없는 것 같아서 점점 더 스트레스가 쌓입니다. 이제 전학이나 가야겠다고 생각합니다.",CLAUDE,3,3,3,2,3,3
흑백 사고,"[여자/16세]
---
제 성적이 형만큼 좋지 않아도 여전히 공부를 잘하고 있다는 걸 인정받지 못해 속상해요. 이번 기말고사에서 실수하면 완전 쓰레기로 여겨질 것 같아 두렵습니다. 학교에서도 집에서도 결코 인정받지 못할 것 같아 좌절됩니다.",CLAUDE,3,3,3,3,3,3
부정적 편향,"[여자/15세]
---
국어고사에서 A를 받았지만, 친구들은 이해하지 못하고 다른 반 친구들에게 불평을 토로했다. 국어 선생님도 나를 비난할 것 같아 두려워 항의하지 못하겠다. 이런 상황에서 나의 성적이 어째서 중요하지 않은지 모르겠다.",CLAUDE,2,3,2,2,2,2
과잉 일반화,"[여자/15세]
---
기말고사를 앞두고 있지만, 공부할 의욕이 전혀 없어요. 다들 공부하고 있다는 걸 보면 제가 너무 뒤처진 것 같아 좌절감이 듭니다. 도저히 이번 시험에 합격할 수 있을 것 같지 않아요. 앞으로 어떡하지 싶어요.",CLAUDE,2,3,3,2,3,3
성급한 판단,"[여자/16세]
---
선생님께서 친구에게 더 관심을 가지시는 것 같아 괜히 속상해졌어요. 친구보다 못한 내가 부끄러워지네요. 선생님께서 제 감정을 알아차리실까 봐 걱정돼요.",CLAUDE,3,3,3,2,3,3
성급한 판단,"[여자/15세]
---
무단결석이 60일이나 됐다니, 선생님이 유예 처리도 안 해주셔서 유급밖에 안 되겠다고 하시네. 검정고시를 내년에 봐야 하는 게 정말 짜증 나. 진짜 이럴 줄은 몰랐어.",CLAUDE,3,2,3,2,2,3
흑백 사고,"[여자/16세]
---
요새 공부는 도무지 손에 잡히질 않아. 성적도 좋지 않고, 친구들은 나만 열심히 공부하질 않는다고 나만 싫어하는 것 같아. 나는 앞으로 어떡하면 좋을지 모르겠어. 포기하고 싶어지네.",CLAUDE,2,3,3,2,3,3
흑백 사고,"[여자/15세]
---
축제 준비로 친구 A와 B가 다퉜어요. 화해하려고 했지만 A는 화해할 생각이 없더라고요. 결국 A와 B는 싸움이 더 번졌고, 저도 말려들어 부모님까지 걱정시켰어요. A는 저희와 화해하지 않겠다고 했고, 제가 보낸 사과 메시지도 보지 않고 있어요. 어떻게 해야 할지 모르겠어요.",CLAUDE,3,2,3,2,3,3
확대와 축소,"[여자/16세]
---
친구들이 제 뒤에서 나쁘게 말하고 있다니 믿을 수 없어요. 이제 모두가 저를 싫어하는 것 같아 너무 걱정이 돼요. 이렇게 관계가 무너진 건 제 잘못일 거예요. 다시는 친구를 사귈 수 없을 것 같아 절망적이에요.",CLAUDE,2,3,3,2,2,3
감정적 추론,"[여자/15세]
---
학교에서 선생님께 제 의견을 말했지만, 선생님은 그냥 웃으며 넘기셨어요. 화가 나지만 말하면 선생님이 저를 좋아하지 않을까봐 두렵네요. 주변 사람들이 저를 무시하는 것 같아 답답하고 속상해요.",CLAUDE,3,3,3,2,3,3
과잉 일반화,"[여자/16세]
--- 
새로운 반 친구들이 나를 잘 이해하지 못해. 아무도 내 관심사에 관심이 없어 보여. 매일 쉬는 시간마다 혼자 지내야 해. 이런 걸로 결국 소외될까 걱정돼.",CLAUDE,2,3,3,2,3,3
과잉 일반화,"[여자/14세]
---
매일 학교가 진짜 지옥 같아요. 우리 학교는 모두가 싫어하는 곳이라 항상 소외당하고 차별받아요. 전학가고 싶지만 그럴 방법이 없어 너무 힘들어요.",CLAUDE,3,3,2,2,3,2
