Cognitive Distortion,Generated Story,Generative Model,Claude Consistency,Claude Accuracy,Claude Fluency,Gemini Consistency,Gemini Accuracy,Gemini Fluency
확대와 축소,"[여자/16]  
---  
체육 시간에 친구들은 잘하는데, 나는 운동도 못해. 내 모습이 초라하게 느껴지고, 그녀가 다른 친구들과 즐겁게 지내는 걸 보니 더 우울해져. 나 같은 애는 사랑받을 자격이 없는 것 같아.",GPT,2,3,2,2,2,3
과잉 일반화,"[남자/16세]  
---  
내가 호감을 표현하려고 해도 그 친구는 항상 무뚝뚝해. 다른 친구들과는 잘 지내는데, 나만 이상하게 대하는 것 같아. 그래서 고백하기가 두렵고, 결국 내가 싫어하는 사람으로 보일까 겁난다.",GPT,2,3,2,2,2,3
'해야 한다' 진술,"[여자/16]  
---  
시험 주간이 오고, 마음은 무겁기만 해. 미리 공부해야 한다는 압박감에 슬픈 생각이 들어. 친구들과 웃고 있지만, 혼자 있으면 찝찝한 마음이 밀려와. 나 자신이 싫어지는 기분이 드는 걸.",GPT,3,3,2,2,2,2
부정적 편향,"[여자/18]  
---  
반장으로서 책임감이 컸던 고3. 2학기엔 친구들에게 소홀해진 게 계속 마음에 걸려. 그들이 나를 실망했다고 생각하니, 불안과 죄책감이 사라지지 않아. 내가 너무 예민한 건 아닌지 고민이 깊다.",GPT,3,3,3,3,3,2
과잉 일반화,"[여자/17]  
---  
한 시간 쉬는 시간에 후배들이 나를 쳐다보며 웃습니다. 친구들이 나와의 약속을 잊어버린 것 같아 속상해요. 또 혼자 남을까 두려워지네요. 나를 싫어하는 것 같아 정말 무너질 것 같습니다.",GPT,2,3,2,2,2,2
흑백 사고,"[여자/17]  
---  
학교에서 중요한 발표를 준비했지만, 집중이 안 돼서 마음이 복잡해요. 친구들은 저를 잘 할 거라고 믿지만, 나는 자꾸만 실패의 두려움이 커져서 도망치고 싶어져요. 다시 예전처럼 잘할 수 있을까요?",GPT,2,2,3,2,2,3
과잉 일반화,"[남자/18세]  
---  
친구들이 나를 비웃는 것 같아 매일 두렵습니다. 집 밖은 악몽 같고, 택시로만 다닙니다. 나도 변화를 원하지만, 부모님 생각에 이럴 수밖에 없네요. 계속 이렇게 살아야 할까요?",GPT,2,3,2,2,3,3
성급한 판단,"[여자/16]  
---  
친구와의 약속이 흐지부지되며 마음이 무거워졌다. '비꼬는 걸까?' 생각하며 답장을 씹었지만, 마음은 날마다 불편했다. 이제는 너무 어색해졌다. 어떻게 시작해야 할지 고민이 깊어졌다. 대체 뭘 해야 할까?",GPT,2,2,2,2,2,3
'해야 한다' 진술,"[남자/17]  
---  
고등학교에 올라갔지만, 공부에 대한 압박이 계속되니 절망감이 커진다. 운동이 제 길인데 부모님은 이를 이해하지 못한다. 매일 수업이 지겹고, 내가 하고 싶은 걸 포기해야 한다는 생각에 괴롭다.",GPT,2,3,2,2,2,3
확대와 축소,"[여자/15]  
---  
C가 A와 다시 가까워진 후, 나는 외면받는 기분이 들어. 내 친구가 아닌 것 같고, 내가 선택받지 못한 죄인 같은 기분이야. 소문이 나고 왕따가 되진 않을까 걱정돼. 너무 힘들어.",GPT,2,3,2,2,2,2
과잉 일반화,"[여자/15]  
---  
학원에서 같은 반 남자애랑 자리가 가까워졌어요. 그런데 대화할 기회가 많아도 말을 못 꺼내겠어요. 다른 애들은 쉽게 웃고 이야기하는데, 저만 소심하고 어려운 것 같아요.",GPT,3,3,3,2,3,3
흑백 사고,"[여자/16]  
---  
내일 영어 시험이 정말 걱정돼요. 내용을 하나도 기억나지 않고, 우리 학교 시험은 언제나 어려워서 망치면 모든 게 끝인 것 같아요. 그냥 집에서 아무도 보지 않게 숨어버리고 싶어요.",GPT,2,3,3,2,3,3
성급한 판단,"[여자/17]  
---  
친구들이 계속 나를 교회에 초대해. 가기 싫은데, 또 거절하면 사이가 나빠질까 걱정돼. 지난번처럼 거짓말로 빠져나가면 더 이상 친구들이 나를 어떻게 생각할지 두렵다. 그냥 지루해.",GPT,2,2,2,2,2,3
확대와 축소,"[여자/15세]  
---  
체육 시간에 싫어하는 친구와 팀이 되어 더 잘할 수 있었던 기회를 놓쳤어요. 팀원들이 많이 실망한 것 같고, 그일 때문에 모두 제가 나쁜아이로 보실까 봐 걱정이 커요. 정말 미안해요.",GPT,2,2,2,2,2,3
과잉 일반화,"[여자/16]  
---  
어제 짝궁이 저를 피하기 시작했어요. 제가 미안하다고 했는데 다른 친구들이 저를 나쁜 애라고 하니 분위기를 무너뜨리고 있대요. 다들 저를 싫어하는 것 같아 속상하고, 시험 끝나면 아무도 저랑 안 놀 것 같아요.",GPT,2,2,2,2,3,3
확대와 축소,"[여자/15]  
---  
두번째 무리에서 불필요한 오해가 생겼어요. 친구들 사이에서 제가 쓴 말이 왜곡되어 전달됐고, 그 무리와의 관계는 더 나빠져만 갑니다. 혼자 남아 우울한 생각만 반복되고 있어요.",GPT,2,2,2,2,2,2
성급한 판단,"[여자/15]  
---  
학교에서 친구에게 사과했지만, 그 친구가 여전히 무시해요. 만약 수업 중에 저를 놀리면 어떻게 하나 걱정돼요. 뒷담까지는 괜찮지만, 면전에서 욕하면 정말 힘들 것 같아서 걱정이 커요.",GPT,2,3,3,2,2,2
성급한 판단,"[여자/15세]  
---  
사과했지만 그 친구가 여전히 화나 보이네요. 내가 잘못한 건 분명한데, 주변에서 왕따당할까 걱정이 너무 커요. 어떻게 하면 다시 애들과 잘 지낼 수 있을까요? 정말 두려워요.",GPT,3,3,3,2,2,3
낙인찍기,"[여자/14]  
---  
학교생활이 힘들어. 반 배정이 엉망이라 친구가 없고, 모두 시끄럽고 난폭해. 담임선생님은 관심 없으신 것 같고, 공부 분위기는 아예 없어. 자퇴를 진지하게 고민 중이야. 어떻게 해야 할까?",GPT,3,2,2,2,2,3
확대와 축소,"[여자/17]  
---  
점심시간에 친구들과 앉아있으면, 그들은 서로 소곤소곤 대화하고 저는 왠지 끼어들기 힘들어요. 언제부턴가 저를 특별히 찾는 친구가 없는 것 같아서, 저만 외로워 보인다고 느껴집니다.",GPT,3,2,3,2,3,2
개인화,"[여자/14세]  
---  
동네 놀이터에서 친구들과 그냥 앉아있었는데, 고등학생들이 말다툼을 시작했다. 내가 아무것도 모르고 지켜보기만 했다는 이유로, 마치 내가 잘못한 것처럼 느껴져 너무 억울하다.",GPT,2,2,2,2,2,3
흑백 사고,"[여자/15세]  
---  
하교길, 친구들이 나를 피하는 것 같아. 다들 나와는 다른 세계에 사는 것 같아서 너무 힘들어. 그럴 거면 차라리 존재하지 않는 게 나았을 거라는 생각이 자꾸 드네.",GPT,2,3,2,2,3,3
감정적 추론,"[여자/16세]  
---  
친구들과 늦게까지 놀고 부모님께 들키니 두 시간 동안 방에 감금됐다. 부끄러움 덩어리가 되어 울면서 사과했지만, 왜 자꾸 나를 이렇게 힘들게 할까? 마음이 아픈 걸 알면서도...",GPT,3,3,2,2,3,2
과잉 일반화,"[남자/15]  
---  
매일 형에게 맞으면서 자랐고, 엄마마저 나를 중2병이라고 하네요. 친구들은 나를 이해하지 못하고, 그런 나에게 존재 의의는 없는 걸까요? 세상에 나 같은 사람은 없을까요?",GPT,2,3,2,2,3,2
과잉 일반화,"[여자/17]  
---  
학교에서 공부를 하다 보면, 항상 최악의 결과만 떠올려져. 친구와의 대화도 불편하고, 나 혼자 있을 때가 가장 편해. 모든 일이 자꾸만 어려워지는 것 같아, 나만 힘든 걸까?",GPT,2,3,2,2,2,2
과잉 일반화,"[남자/17세]  
---  
학교를 자퇴한 후, 스스로 뭘 배우지도 않고 있을 뿐 아니라 잘하는 것도 없는 것 같아. 친구들은 목표가 뚜렷한데, 나는 그저 무기력하게 지내는 나만 남은 듯해. 삶이 허무해.",GPT,2,3,3,2,3,3
확대와 축소,"[여자/17]  
---  
콘서트를 기다리며 친구와의 약속을 잊었다. 그녀가 힘들어하고 있다는 걸 생각하니 마음이 너무 아프다. 다 내 잘못 같고, 이미 사과했지만 또 어떻게 해야 할지 모르겠다. 나만 나쁜 사람 되는 건 아닐까?",GPT,3,2,3,2,3,3
흑백 사고,"[여자/16세]  
---  
친구들 속에서도 외롭고 우울한 기분이 드네요. 겉으로 웃고 있지만, 저를 싫어하는 애들이 많아 힘들어요. 누군가에게 제 기분을 표현하면 더 싫어할까 두려워서 결국 혼자 감추게 돼요.",GPT,2,3,2,2,3,3
감정적 추론,"[여자/14]  
---  
점심시간마다 혼자 앉는 내가 미안해. 친구들이 나를 좋아하지 않는 것 같아. 선생님에게도 잘 보이는데, 집에 가면 심장이 두근거려. 전학이 정말 필요할까? 이 상황에서 탈출하고 싶어.",GPT,2,2,2,2,2,2
과잉 일반화,"[여자/16]  
---  
이상하게도, 비슷한 외모의 친구를 보면 가슴이 조여와. 복도에서 스쳐 지나갈까 두려워 고개를 숙이고, 가끔 눈물이 나. 예전에 겪은 일이 반복될까봐 항상 긴장해. 나도 친구 사귀기 어려워.",GPT,3,3,2,2,3,2
과잉 일반화,"[여자/15세]  
---  
중2가 되면서 그 친구와의 대화가 줄어들었어요. 학교길도 어색해지고, 서로의 시간을 맞추기 힘들어져 불편합니다. 이런 상황이 계속되면 아예 사이가 멀어질까 걱정이에요. 마음이 무겁습니다.",GPT,3,3,3,2,2,3
과잉 일반화,"[여자/17세]  
---  
고등학교에 와서 새로운 친구가 없다고 생각했어. 반원들은 나를 배제하고, 나와 친한 한 친구도 괜히 소문을 내. 이제 진짜로 나를 좋아하는 사람은 없을 거 같다. 너무 외롭고 힘들다.",GPT,3,3,3,2,3,2
감정적 추론,"[여자/17]  
---  
수업이 끝난 후, 나는 혼자 교실에 남았다. ""자퇴하면 과연 잘할 수 있을까?""라는 생각이 머릿속을 떠나지 않았다. 주위 친구들이 후회했다고 말하는 걸 들어서 더 불안해졌다.",GPT,3,2,3,3,3,3
과잉 일반화,"[여자/14세]  
---  
수업 중 친구들이 저를 비웃는 걸 보았어요. 이미 두 번째 학교에서도 왕따를 당했으니, 결국 전 언제나 혼자인 것 같아요. 부모님도 저를 이해하지 못할 거라 생각하니 너무 외롭습니다.",GPT,2,3,3,2,3,3
성급한 판단,"[여자/14]  
---  
중간고사 준비 중이야. 첫 시험 잘 봤지만, 이번엔 못할까 두려워. 시간이 부족해 보이고, 친구 생일 파티 때문에 공부도 못했어. 혼자 걱정만 늘어가고, 자신감이 떨어져. 늦지 않기를 바랄 뿐이야.",GPT,3,3,3,2,3,3
개인화,"[여자/15세]  
---  
학교 친구들은 괜찮지만, 다른 학교 아이들이 저를 싫어하는 것 같아요. 고등학교 가면 더 많은 친구들이 있는데, 저를 피할까 봐 두려워요. 완벽했으면 좋겠다는 생각만 드네요.",GPT,2,3,3,2,3,3
감정적 추론,"[여자/16세]  
---  
댄스부에 들어가고 싶지만, 내신과 병행할 수 있을지 걱정이에요. 예고에 가고 싶은 마음은 크지만, 전문적으로 배우지 않은 제가 준비하기엔 너무 늦은 것 같아요.",GPT,2,3,3,3,3,3
과잉 일반화,"[여자/17]  
---  
친구들이 나를 좋아하지만, 나는 항상 실망을 줄까 걱정이 돼. 할 수 있는 게 아무것도 없는 것 같아, 부모님도 힘들어하는 모습에 마음이 아파. 늘 답답하고, 뭔가 시작하기도 전에 포기해버려.",GPT,2,3,2,2,3,2
낙인찍기,"[여자/15세]  
---  
어제 친구와 대화 중, 그녀가 저를 불평가한다고 느꼈어요. ""또 이상하게 구니?""라며, 제가 언제 그런 행동을 했냐고 해도 그 이유를 이해하지 못하는 것 같아서 화가 났어요. 진짜 미치겠어요.",GPT,2,2,2,2,2,2
과잉 일반화,"[여자/16세]  
---  
혹시 또 누가 나를 수군거릴까 두려워요. 분명 한 친구와 싸운 게 시작이었는데, 이제는 모든 애들이 날 무시하고 피해가요. 왜 저만 이렇게 힘든 걸까요? 정말 지치네요.",GPT,2,3,3,2,3,3
성급한 판단,"[여자/16]  
---  
요즘 친구의 말투가 이상해 보여서 불안해요. 혹시 저를 싫어하게 된 건 아닐까 걱정해요. 또, 실수로 남 이야기를 했더니, 그 친구가 믿지 않겠다고 해서 정말 두렵고 불안해요.",GPT,2,3,2,2,3,3
과잉 일반화,"[여자/17세]  
---  
벌써 3개월이나 지나는데, 반 친구들과는 여전히 거리감이 느껴져. 식사도 혼자하고, 내가 여기서 외롭지 않은 날이 없을 것 같아. 자퇴하고 다시 중학교 친구들과 공부했으면 좋겠어.",GPT,2,2,2,2,3,3
확대와 축소,"[여자/16세]  
---  
주말에 친구들과 영화 보기로 했는데, 한 친구가 갑자기 취소했어요. 그 순간 다른 친구들도 나를 싫어하게 될까 두려웠죠. 내가 방관자인지 아닌지 고민하며 불안한 기분으로 집에 돌아갔어요.",GPT,2,2,3,2,2,3
과잉 일반화,"[여자/14]  
---  
지금 반 친구들 사이에서 소외된 기분이에요. 카톡도 무시당하고, 모둠활동에서 혼자 소외되면 속상해요. 이렇게 계속되면 아무도 나한테 관심 없는 것 같아서 점점 힘들어져요. ",GPT,3,3,2,2,3,3
과잉 일반화,"[여자/17]  
---  
고등학교에 입학하니 반 친구들은 이미 친한 사이였어요. 나만 따로 떨어져 있는 느낌이 들어서 매일 우울해져요. 자꾸만 ""난 혼자야""라는 생각이 머릿속을 맴돌고, 자퇴하고 싶어질 때가 많아요.",GPT,3,3,2,2,3,2
확대와 축소,"[여자/16세]  
---  
학교에 가면 항상 우울해요. 친구들과 잘 지내도 선생님들이 저를 싫어하는 것 같아 너무 짜증나요. 가끔 죽고 싶다는 생각도 들어요. 부모님 생각하면 미안한데, 왜 이렇게 힘든지 모르겠어요.",GPT,2,2,2,2,2,2
확대와 축소,"[여자/14]  
---  
친구와 자주 노래방 가고 놀긴 하지만, 자잘한 일에 자주 삐쳐요. 어제는 사소한 오해로 싸웠는데, 또 화낼까봐 무서워. 이런 행동이 반복되니 친구 관계가 힘들어서 스트레스가 쌓입니다.",GPT,3,2,3,2,3,3
'해야 한다' 진술,"[여자/15세]  
---  
친구들과의 대화가 항상 어색해. 내가 말을 꺼내면 뜬금없을까 봐 걱정돼. 더 친해지고 싶은데, 뭘 말해야 할지 모르겠어. 내가 뭘 잘못한 건 아닐까? 늘 불안해.",GPT,3,3,2,2,2,3
과잉 일반화,"[여자/14세]  
---  
반에서 친구들이 저를 피하는 것 같아요. 싸움이 있었는데, 이제는 혼자인 느낌이에요. 다른 반 친구들은 괜찮다고 하는데, 제가 잘못한 것 같아 더욱 힘드네요. 점심도 먹기 싫어요.",GPT,3,3,2,2,3,3
과잉 일반화,"[여자/16]  
---  
최근 모임에서 내가 한 얘기를 친구들이 가볍게 웃더라. 그래서 난 내가 웃음거리라는 걸 깨달았다. 나를 진정으로 아는 사람은 없는 것 같고, 모두가 나를 배신한 것 같은 기분이 든다.",GPT,2,2,2,2,2,2
성급한 판단,"[여자/15세]  
---  
친구가 갑자기 2와 함께하는 걸 보고 불안해졌어. 내가 좋아하는 1과의 사이가 이상해진 건 아닐까? 자주 있는 그 모습에 신경이 쓰여서 잘 지내고 있는지도 의심스러워. 월요일에 꼭 물어봐야겠다.",GPT,2,2,3,2,2,2
과잉 일반화,"[남자/15]  
---  
수업 시간에 집중이 안 돼 저 혼자 계속 엎드려 있어요. 그러다 보니 성적도 망치고 친구들에게도 안 좋은 이미지 생길까 두려워요. 또 다음 시험이 다가오니 미래가 너무 막막해요.",GPT,3,3,3,2,2,3
확대와 축소,"[여자/17]  
---  
2학년 때 전학 후, 새로운 학교에서 혼자라고 느꼈어요. 친구로 보이는 무리 옆에 있다 보니 더 외롭고, 매일이 힘들었죠. 공부도 어려워 보이니 지금 이 선택이 잘못된 것 같아요.",GPT,3,3,3,2,2,2
성급한 판단,"[여자/15]  
---  
전 교실에서 친구들이 이상한 눈치로 쳐다보는 것 같아요. 결국 마스크를 벗는 게 무서울 뿐이에요. 좋아하는 남자애도 저를 싫어할까 봐 걱정돼서 계속 착용하게 되네요.",GPT,3,3,2,3,3,3
낙인찍기,"[여자/16]  
---  
피구부에 들어가고 싶었지만, 실력 부족으로 친구가 나를 챙겨주지 않아 상처받았다. 모두와 친해지고 싶은데 나만 소외되는 느낌이 들고, 매일 상처받는 마음이 더 깊어가고 있다.",GPT,3,2,2,2,2,2
